Userid,register_time,country,,,,
15032,1/27/17,ID,,,,
15033,1/26/17,TW,,,,
15043,4/12/17,MY,,,,
15053,5/10/17,TH,,,,
15057,4/11/17,TW,,,,
15062,5/11/17,SG,,,,
15067,3/12/17,VN,,,,
15072,3/6/17,SG,,,,
15082,4/3/17,TH,,,,
15083,4/10/17,MY,,,,
15092,4/25/17,VN,,,,
15095,3/3/17,SG,,,,
15105,2/18/17,TH,,,,
15115,3/7/17,TW,,,,
15123,5/15/17,TW,,,,
15124,4/21/17,PH,,,,
15133,4/17/17,TH,,,,
15143,3/17/17,VN,,,,
15150,1/2/17,TH,,,,
15152,5/7/17,TW,,,,
15158,4/9/17,TW,,,,
15165,1/5/17,SG,,,,
15166,2/22/17,TW,,,,
15172,4/7/17,VN,,,,
15173,3/11/17,TW,,,,
15176,2/1/17,TW,,,,
15184,5/23/17,VN,,,,
15193,3/13/17,VN,,,,
15194,1/28/17,TW,,,,
15198,1/14/17,ID,,,,
15204,5/27/17,SG,,,,
15214,3/7/17,TW,,,,
15220,1/30/17,PH,,,,
15226,1/12/17,MY,,,,
15236,1/20/17,PH,,,,
15238,5/20/17,PH,,,,
15247,2/9/17,MY,,,,
15252,3/3/17,SG,,,,
15262,4/21/17,VN,,,,
15265,5/27/17,ID,,,,
15273,1/2/17,TH,,,,
15275,4/28/17,VN,,,,
15282,5/29/17,VN,,,,
15286,5/17/17,PH,,,,
15293,3/7/17,VN,,,,
15303,3/13/17,PH,,,,
15306,2/8/17,ID,,,,
15307,5/13/17,MY,,,,
15317,3/23/17,PH,,,,
15327,4/27/17,VN,,,,
15332,5/7/17,ID,,,,
15338,4/12/17,MY,,,,
15341,4/10/17,TW,,,,
15343,4/3/17,MY,,,,
15348,2/10/17,SG,,,,
15357,1/29/17,MY,,,,
15359,2/7/17,VN,,,,
15362,5/9/17,ID,,,,
15363,5/28/17,VN,,,,
15368,3/11/17,SG,,,,
15370,5/3/17,ID,,,,
15373,2/10/17,PH,,,,
15380,5/17/17,MY,,,,
15383,1/1/17,ID,,,,
15388,1/17/17,PH,,,,
15397,1/18/17,VN,,,,
15400,5/14/17,TH,,,,
15406,2/11/17,VN,,,,
15409,4/13/17,TW,,,,
15419,5/8/17,VN,,,,
15424,1/30/17,SG,,,,
15427,5/20/17,TH,,,,
15431,1/20/17,ID,,,,
15438,1/18/17,ID,,,,
15442,4/13/17,ID,,,,
15445,2/2/17,PH,,,,
15446,1/16/17,TW,,,,
15452,5/23/17,TH,,,,
15459,2/1/17,SG,,,,
15463,1/14/17,SG,,,,
15467,4/29/17,TH,,,,
15470,4/29/17,SG,,,,
15476,2/2/17,PH,,,,
15482,1/23/17,MY,,,,
15490,3/24/17,PH,,,,
15494,2/6/17,MY,,,,
15502,3/24/17,MY,,,,
15505,4/20/17,PH,,,,
15515,4/10/17,VN,,,,
15523,1/10/17,MY,,,,
15533,2/27/17,MY,,,,
15542,3/8/17,PH,,,,
15546,4/12/17,VN,,,,
15551,5/14/17,ID,,,,
15559,2/27/17,TW,,,,
15567,3/15/17,TH,,,,
15573,2/9/17,PH,,,,
15576,1/30/17,VN,,,,
15579,4/15/17,PH,,,,
15586,4/29/17,TH,,,,
15594,1/18/17,VN,,,,
15600,3/12/17,TW,,,,
15608,3/19/17,VN,,,,
15618,3/16/17,TH,,,,
15628,4/11/17,ID,,,,
15638,3/25/17,TW,,,,
15641,5/9/17,ID,,,,
15645,1/6/17,VN,,,,
15649,3/11/17,TW,,,,
15651,2/28/17,TW,,,,
15661,5/28/17,MY,,,,
15666,4/21/17,ID,,,,
15676,4/24/17,PH,,,,
15686,4/25/17,TW,,,,
15693,4/25/17,TW,,,,
15703,5/2/17,ID,,,,
15704,1/16/17,TH,,,,
15714,2/19/17,TW,,,,
15721,5/13/17,VN,,,,
15725,3/14/17,VN,,,,
15733,6/1/17,MY,,,,
15734,1/13/17,TH,,,,
15736,4/27/17,SG,,,,
15742,6/1/17,VN,,,,
15752,4/2/17,PH,,,,
15757,1/5/17,ID,,,,
15761,3/5/17,TW,,,,
15769,4/7/17,TH,,,,
15778,5/4/17,SG,,,,
15783,3/10/17,ID,,,,
15789,5/10/17,SG,,,,
15794,5/18/17,TW,,,,
15798,5/30/17,VN,,,,
15804,4/14/17,ID,,,,
15812,3/1/17,PH,,,,
15821,4/13/17,TH,,,,
15830,3/12/17,ID,,,,
15837,2/18/17,MY,,,,
15846,3/31/17,ID,,,,
15853,4/15/17,TH,,,,
15859,1/12/17,PH,,,,
15865,3/8/17,PH,,,,
15873,1/2/17,TH,,,,
15874,5/1/17,VN,,,,
15882,4/4/17,TW,,,,
15887,5/24/17,MY,,,,
15891,1/4/17,SG,,,,
15897,4/1/17,ID,,,,
15900,4/4/17,TH,,,,
15908,5/16/17,TH,,,,
15913,5/2/17,SG,,,,
15916,5/8/17,SG,,,,
15919,3/6/17,ID,,,,
15924,3/29/17,ID,,,,
15931,4/3/17,VN,,,,
15939,3/24/17,VN,,,,
15940,4/4/17,MY,,,,
15946,4/4/17,MY,,,,
15953,1/30/17,VN,,,,
15962,3/27/17,ID,,,,
15969,2/16/17,VN,,,,
15971,2/1/17,MY,,,,
15976,1/13/17,ID,,,,
15982,5/17/17,VN,,,,
15986,5/29/17,MY,,,,
15990,2/16/17,ID,,,,
15998,5/12/17,ID,,,,
16008,2/27/17,VN,,,,
16011,3/2/17,VN,,,,
16016,5/1/17,ID,,,,
16020,5/15/17,PH,,,,
16021,3/2/17,SG,,,,
16029,5/30/17,SG,,,,
16032,5/24/17,PH,,,,
16034,2/21/17,SG,,,,
16035,4/28/17,TW,,,,
16036,1/12/17,VN,,,,
16037,5/19/17,TW,,,,
16043,2/11/17,MY,,,,
16053,5/16/17,PH,,,,
16058,2/18/17,TH,,,,
16064,5/22/17,SG,,,,
16071,4/6/17,VN,,,,
16077,4/12/17,SG,,,,
16085,3/5/17,PH,,,,
16095,1/28/17,VN,,,,
16105,3/20/17,TW,,,,
16112,1/13/17,SG,,,,
16114,2/28/17,SG,,,,
16117,1/29/17,VN,,,,
16121,2/26/17,SG,,,,
16128,2/7/17,TW,,,,
16134,3/30/17,ID,,,,
16140,2/2/17,SG,,,,
16148,5/20/17,MY,,,,
16151,4/3/17,VN,,,,
16153,1/31/17,MY,,,,
16162,4/8/17,TW,,,,
16169,5/11/17,MY,,,,
16173,1/18/17,TW,,,,
16180,1/18/17,SG,,,,
16186,5/19/17,VN,,,,
16189,4/16/17,SG,,,,
16193,4/14/17,TW,,,,
16196,4/21/17,MY,,,,
16203,2/28/17,PH,,,,
16208,2/10/17,ID,,,,
16210,5/28/17,MY,,,,
16216,1/19/17,PH,,,,
16217,2/8/17,MY,,,,
16227,3/19/17,MY,,,,
16235,4/14/17,TH,,,,
16245,4/10/17,VN,,,,
16255,3/2/17,ID,,,,
16259,5/17/17,MY,,,,
16261,4/17/17,TW,,,,
16271,1/1/17,SG,,,,
16278,3/24/17,SG,,,,
16285,1/7/17,VN,,,,
16290,5/4/17,MY,,,,
16292,3/13/17,ID,,,,
16302,1/9/17,MY,,,,
16309,5/14/17,ID,,,,
16317,1/10/17,SG,,,,
16327,2/21/17,TH,,,,
16334,3/25/17,TH,,,,
16338,4/15/17,ID,,,,
16342,3/7/17,ID,,,,
16345,1/27/17,TH,,,,
16346,5/30/17,TW,,,,
16353,3/31/17,SG,,,,
16361,5/13/17,PH,,,,
16362,1/4/17,MY,,,,
16370,3/12/17,TH,,,,
16376,3/16/17,PH,,,,
16385,2/16/17,ID,,,,
16386,3/11/17,TW,,,,
16387,2/2/17,VN,,,,
16394,5/19/17,PH,,,,
16404,4/13/17,TW,,,,
16410,1/21/17,PH,,,,
16420,4/5/17,TW,,,,
16430,1/22/17,TH,,,,
16431,5/21/17,PH,,,,
16434,5/16/17,TW,,,,
16443,5/16/17,PH,,,,
16451,5/23/17,TW,,,,
16456,3/12/17,TW,,,,
16465,2/15/17,VN,,,,
16466,5/9/17,PH,,,,
16476,1/13/17,MY,,,,
16477,3/27/17,PH,,,,
16482,2/20/17,SG,,,,
16487,4/11/17,TH,,,,
16493,2/20/17,TH,,,,
16499,4/8/17,TW,,,,
16508,3/3/17,ID,,,,
16509,4/17/17,VN,,,,
16515,5/4/17,TW,,,,
16523,3/15/17,VN,,,,
16530,3/16/17,VN,,,,
16539,2/25/17,TW,,,,
16547,1/31/17,TW,,,,
16552,2/12/17,MY,,,,
16559,5/5/17,SG,,,,
16561,1/24/17,SG,,,,
16564,4/13/17,VN,,,,
16571,1/19/17,ID,,,,
16575,5/8/17,TH,,,,
16584,3/5/17,ID,,,,
16590,4/12/17,VN,,,,
16597,3/7/17,PH,,,,
16603,2/7/17,PH,,,,
16606,4/25/17,VN,,,,
16615,1/12/17,PH,,,,
16619,5/4/17,TW,,,,
16629,3/15/17,TH,,,,
16637,2/28/17,MY,,,,
16638,5/12/17,TH,,,,
16642,3/1/17,TW,,,,
16650,4/21/17,MY,,,,
16657,1/1/17,ID,,,,
16659,5/14/17,VN,,,,
16668,5/2/17,TH,,,,
16672,3/31/17,MY,,,,
16682,3/20/17,MY,,,,
16683,4/24/17,PH,,,,
16688,2/2/17,PH,,,,
16693,2/7/17,ID,,,,
16701,2/18/17,TW,,,,
16710,5/30/17,SG,,,,
16714,2/25/17,SG,,,,
16717,2/8/17,TH,,,,
16727,3/27/17,MY,,,,
16730,3/6/17,ID,,,,
16732,3/5/17,TH,,,,
16736,5/18/17,SG,,,,
16745,3/29/17,SG,,,,
16752,4/5/17,SG,,,,
16755,1/22/17,ID,,,,
16765,2/9/17,VN,,,,
16767,3/24/17,SG,,,,
16776,4/8/17,SG,,,,
16786,5/31/17,TW,,,,
16789,3/14/17,TH,,,,
16798,1/6/17,SG,,,,
16804,4/6/17,ID,,,,
16812,5/18/17,VN,,,,
16821,1/8/17,TH,,,,
16830,2/19/17,TH,,,,
16840,3/20/17,MY,,,,
16845,2/5/17,VN,,,,
16854,1/31/17,VN,,,,
16862,3/8/17,TH,,,,
16865,1/30/17,TW,,,,
16869,2/12/17,TH,,,,
16875,5/8/17,TW,,,,
16880,4/9/17,PH,,,,
16886,5/27/17,VN,,,,
16889,3/9/17,MY,,,,
16896,2/8/17,TH,,,,
16899,3/6/17,ID,,,,
16901,3/22/17,SG,,,,
16902,5/27/17,MY,,,,
16905,4/9/17,TH,,,,
16911,4/24/17,PH,,,,
16918,5/6/17,VN,,,,
16923,2/11/17,PH,,,,
16924,3/25/17,SG,,,,
16930,2/2/17,VN,,,,
16931,3/24/17,TW,,,,
16937,1/11/17,SG,,,,
16944,3/19/17,MY,,,,
16953,4/21/17,VN,,,,
16954,1/13/17,SG,,,,
16959,2/1/17,TH,,,,
16963,2/9/17,TW,,,,
16969,4/24/17,MY,,,,
16971,4/20/17,MY,,,,
16974,6/1/17,PH,,,,
16975,3/4/17,TH,,,,
16984,4/12/17,SG,,,,
16989,5/28/17,TW,,,,
16995,2/25/17,TW,,,,
17000,1/12/17,PH,,,,
17009,3/23/17,PH,,,,
17019,6/1/17,VN,,,,
17027,1/2/17,SG,,,,
17034,3/23/17,TW,,,,
17042,2/7/17,SG,,,,
17043,6/1/17,PH,,,,
17051,1/29/17,SG,,,,
17061,5/11/17,SG,,,,
17070,2/18/17,ID,,,,
17071,4/7/17,PH,,,,
17076,2/1/17,ID,,,,
17082,3/9/17,TH,,,,
17083,1/11/17,ID,,,,
17084,4/17/17,ID,,,,
17088,5/25/17,SG,,,,
17096,5/19/17,ID,,,,
17099,3/7/17,PH,,,,
17101,1/1/17,PH,,,,
17102,2/27/17,TW,,,,
17108,5/18/17,TH,,,,
17113,3/8/17,TH,,,,
17114,1/16/17,TW,,,,
17117,1/27/17,TW,,,,
17126,3/2/17,SG,,,,
17135,3/17/17,PH,,,,
17136,5/18/17,TW,,,,
17142,4/6/17,ID,,,,
17145,2/22/17,VN,,,,
17152,4/8/17,ID,,,,
17153,3/16/17,SG,,,,
17161,2/6/17,ID,,,,
17170,3/3/17,VN,,,,
17178,1/9/17,TW,,,,
17188,3/29/17,VN,,,,
17193,1/2/17,MY,,,,
17194,1/3/17,ID,,,,
17196,4/20/17,PH,,,,
17206,1/26/17,VN,,,,
17214,2/14/17,TH,,,,
17220,4/25/17,MY,,,,
17226,2/2/17,MY,,,,
17234,4/6/17,PH,,,,
17243,4/4/17,MY,,,,
17250,2/13/17,SG,,,,
17260,3/10/17,VN,,,,
17268,4/26/17,MY,,,,
17275,5/28/17,VN,,,,
17285,3/8/17,SG,,,,
17291,2/4/17,VN,,,,
17292,4/2/17,VN,,,,
17294,2/14/17,ID,,,,
17299,2/26/17,SG,,,,
17305,2/11/17,VN,,,,
17307,2/23/17,TH,,,,
17317,1/17/17,VN,,,,
17320,4/4/17,VN,,,,
17323,5/13/17,PH,,,,
17324,3/12/17,TH,,,,
17328,3/25/17,ID,,,,
17335,4/7/17,ID,,,,
17345,4/23/17,TW,,,,
17349,5/1/17,VN,,,,
17354,3/22/17,PH,,,,
17361,5/17/17,TW,,,,
17366,5/22/17,PH,,,,
17368,4/17/17,SG,,,,
17374,2/1/17,ID,,,,
17378,2/24/17,SG,,,,
17386,5/6/17,VN,,,,
17390,1/6/17,ID,,,,
17393,5/30/17,PH,,,,
17399,5/27/17,ID,,,,
17408,2/20/17,SG,,,,
17414,4/9/17,VN,,,,
17415,1/1/17,ID,,,,
17421,2/2/17,SG,,,,
17430,2/28/17,TW,,,,
17433,1/26/17,ID,,,,
17439,3/18/17,TW,,,,
17443,2/21/17,SG,,,,
17446,1/27/17,ID,,,,
17452,4/19/17,ID,,,,
17453,1/6/17,PH,,,,
17454,3/7/17,VN,,,,
17457,1/15/17,PH,,,,
17463,2/24/17,TH,,,,
17471,3/3/17,VN,,,,
17476,5/19/17,VN,,,,
17477,3/13/17,ID,,,,
17480,5/13/17,TH,,,,
17485,4/29/17,TW,,,,
17493,2/21/17,TH,,,,
17498,1/10/17,TW,,,,
17508,5/29/17,MY,,,,
17518,5/29/17,TH,,,,
17522,1/14/17,VN,,,,
17526,3/23/17,PH,,,,
17528,2/5/17,TW,,,,
17529,1/10/17,VN,,,,
17537,4/18/17,TW,,,,
17543,1/9/17,TW,,,,
17551,2/4/17,TH,,,,
17555,3/20/17,TH,,,,
17562,5/18/17,SG,,,,
17571,5/23/17,PH,,,,
17573,1/10/17,SG,,,,
17581,5/16/17,VN,,,,
17589,1/26/17,TW,,,,
17590,4/21/17,ID,,,,
17591,3/9/17,TH,,,,
17599,5/17/17,TH,,,,
17609,1/10/17,MY,,,,
17617,1/27/17,ID,,,,
17621,3/10/17,ID,,,,
17628,5/8/17,MY,,,,
17630,3/14/17,TH,,,,
17638,5/26/17,TW,,,,
17646,5/13/17,MY,,,,
17654,5/1/17,TH,,,,
17663,2/27/17,PH,,,,
17664,1/7/17,ID,,,,
17668,2/27/17,TH,,,,
17677,2/17/17,PH,,,,
17678,1/29/17,TW,,,,
17685,5/9/17,TH,,,,
17686,5/29/17,ID,,,,
17688,1/9/17,TH,,,,
17695,1/27/17,SG,,,,
17696,5/10/17,ID,,,,
17703,1/26/17,MY,,,,
17706,2/8/17,SG,,,,
17711,4/30/17,ID,,,,
17713,2/8/17,ID,,,,
17719,5/23/17,PH,,,,
17724,4/18/17,PH,,,,
17734,4/6/17,PH,,,,
17738,2/26/17,MY,,,,
17747,4/27/17,PH,,,,
17748,4/27/17,VN,,,,
17758,5/1/17,MY,,,,
17763,3/21/17,TH,,,,
17766,4/14/17,PH,,,,
17768,1/18/17,MY,,,,
17774,4/8/17,TW,,,,
17782,1/10/17,SG,,,,
17783,5/30/17,PH,,,,
17784,5/5/17,ID,,,,
17788,5/22/17,TW,,,,
17794,1/21/17,MY,,,,
17802,5/3/17,MY,,,,
17804,5/29/17,MY,,,,
17810,3/6/17,VN,,,,
17820,1/7/17,ID,,,,
17826,4/16/17,ID,,,,
17827,5/31/17,TH,,,,
17828,2/20/17,VN,,,,
17830,3/13/17,SG,,,,
17831,2/25/17,VN,,,,
17834,2/17/17,SG,,,,
17836,2/12/17,SG,,,,
17838,4/3/17,MY,,,,
17844,4/14/17,SG,,,,
17850,5/17/17,TH,,,,
17857,1/8/17,TH,,,,
17864,2/5/17,SG,,,,
17867,4/16/17,SG,,,,
17871,4/8/17,TW,,,,
17881,3/20/17,VN,,,,
17890,5/28/17,VN,,,,
17899,2/2/17,PH,,,,
17907,3/10/17,TH,,,,
17908,1/17/17,VN,,,,
17914,1/5/17,TH,,,,
17922,2/25/17,ID,,,,
17929,5/17/17,PH,,,,
17933,4/28/17,MY,,,,
17941,4/21/17,PH,,,,
17947,5/9/17,MY,,,,
17949,3/20/17,TW,,,,
17959,4/13/17,PH,,,,
17962,2/18/17,MY,,,,
17971,1/27/17,TH,,,,
17973,4/9/17,MY,,,,
17979,5/10/17,SG,,,,
17989,5/24/17,VN,,,,
17993,1/21/17,TW,,,,
17999,5/27/17,VN,,,,
18009,5/20/17,MY,,,,
18016,2/25/17,VN,,,,
18026,3/22/17,MY,,,,
18035,3/19/17,PH,,,,
18037,3/8/17,TW,,,,
18045,1/22/17,TH,,,,
18050,5/30/17,SG,,,,
18057,4/23/17,ID,,,,
18064,2/3/17,VN,,,,
18065,5/15/17,MY,,,,
18066,2/24/17,TW,,,,
18075,5/29/17,TW,,,,
18079,2/26/17,PH,,,,
18087,1/12/17,ID,,,,
18095,3/4/17,ID,,,,
18099,1/1/17,ID,,,,
18109,5/10/17,SG,,,,
18119,3/7/17,VN,,,,
18126,1/14/17,SG,,,,
18136,1/26/17,VN,,,,
18146,3/14/17,MY,,,,
18153,2/26/17,TW,,,,
18159,2/9/17,VN,,,,
18166,2/8/17,TW,,,,
18172,2/24/17,PH,,,,
18181,2/23/17,MY,,,,
18185,5/10/17,TW,,,,
18193,1/9/17,VN,,,,
18197,3/8/17,SG,,,,
18205,4/4/17,TW,,,,
18215,4/26/17,VN,,,,
18225,4/2/17,TH,,,,
18227,4/27/17,SG,,,,
18230,5/27/17,TW,,,,
18237,6/1/17,VN,,,,
18239,3/13/17,VN,,,,
18245,5/7/17,VN,,,,
18254,3/13/17,ID,,,,
18259,3/28/17,MY,,,,
18262,5/14/17,VN,,,,
18271,3/31/17,ID,,,,
18280,5/9/17,PH,,,,
18282,5/21/17,ID,,,,
18289,1/6/17,SG,,,,
18299,4/11/17,TH,,,,
18300,1/26/17,MY,,,,
18309,1/2/17,VN,,,,
18319,4/19/17,SG,,,,
18326,3/7/17,TW,,,,
18331,4/11/17,ID,,,,
18340,3/9/17,MY,,,,
18348,5/1/17,ID,,,,
18349,4/30/17,ID,,,,
18357,4/1/17,SG,,,,
18358,1/11/17,PH,,,,
18364,5/21/17,PH,,,,
18369,4/4/17,TH,,,,
18377,4/18/17,VN,,,,
18387,4/7/17,VN,,,,
18390,3/8/17,ID,,,,
18391,3/27/17,MY,,,,
18398,5/12/17,TH,,,,
18401,3/19/17,PH,,,,
18410,4/16/17,VN,,,,
18417,5/4/17,SG,,,,
18426,1/19/17,ID,,,,
18434,1/9/17,VN,,,,
18442,3/9/17,PH,,,,
18452,5/24/17,ID,,,,
18453,2/1/17,PH,,,,
18462,3/22/17,TW,,,,
18465,1/12/17,VN,,,,
18467,1/19/17,VN,,,,
18474,3/19/17,ID,,,,
18481,5/1/17,MY,,,,
18485,6/1/17,MY,,,,
18489,2/9/17,TH,,,,
18494,2/22/17,PH,,,,
18495,2/1/17,ID,,,,
18500,4/6/17,VN,,,,
18509,4/21/17,ID,,,,
18510,3/4/17,SG,,,,
18515,5/4/17,PH,,,,
18517,4/4/17,PH,,,,
18523,5/19/17,TW,,,,
18533,4/27/17,VN,,,,
18539,4/22/17,MY,,,,
18542,2/26/17,PH,,,,
18547,1/17/17,TH,,,,
18554,2/9/17,TH,,,,
18558,2/9/17,MY,,,,
18561,1/12/17,MY,,,,
18570,5/11/17,TW,,,,
18577,5/29/17,ID,,,,
18585,5/14/17,TH,,,,
18592,5/12/17,TH,,,,
18595,4/12/17,PH,,,,
18597,1/26/17,MY,,,,
18599,5/16/17,TW,,,,
18606,5/30/17,ID,,,,
18610,3/13/17,TH,,,,
18620,1/30/17,ID,,,,
18623,2/21/17,TH,,,,
18629,5/27/17,MY,,,,
18639,1/27/17,SG,,,,
18647,2/21/17,PH,,,,
18657,1/25/17,MY,,,,
18658,2/4/17,PH,,,,
18667,2/8/17,VN,,,,
18668,1/11/17,VN,,,,
18674,2/11/17,TH,,,,
18684,4/12/17,VN,,,,
18690,2/24/17,MY,,,,
18697,5/5/17,SG,,,,
18705,5/18/17,PH,,,,
18707,1/31/17,ID,,,,
18708,5/1/17,TH,,,,
18710,3/11/17,TW,,,,
18720,1/9/17,VN,,,,
18725,5/3/17,ID,,,,
18730,5/12/17,TW,,,,
18735,1/7/17,VN,,,,
18743,5/14/17,ID,,,,
18752,5/5/17,VN,,,,
18757,2/13/17,TH,,,,
18764,1/3/17,SG,,,,
18769,5/29/17,VN,,,,
18778,1/25/17,TW,,,,
18786,4/14/17,TW,,,,
18796,2/6/17,MY,,,,
18806,5/9/17,MY,,,,
18809,3/24/17,MY,,,,
18812,5/20/17,SG,,,,
18815,4/22/17,VN,,,,
18821,4/7/17,ID,,,,
18826,2/18/17,TW,,,,
18829,5/16/17,PH,,,,
18839,2/23/17,MY,,,,
18841,2/9/17,ID,,,,
18847,4/19/17,TW,,,,
18853,4/1/17,PH,,,,
18861,3/28/17,PH,,,,
18863,2/3/17,VN,,,,
18869,1/5/17,ID,,,,
18876,1/19/17,TW,,,,
18885,5/4/17,ID,,,,
18892,2/10/17,TW,,,,
18896,1/17/17,TW,,,,
18902,4/24/17,ID,,,,
18907,5/19/17,TW,,,,
18914,2/25/17,SG,,,,
18920,3/2/17,TH,,,,
18928,4/28/17,SG,,,,
18930,2/12/17,VN,,,,
18938,2/21/17,SG,,,,
18944,4/30/17,SG,,,,
18948,2/24/17,VN,,,,
18952,1/23/17,TW,,,,
18959,5/11/17,TW,,,,
18960,5/7/17,ID,,,,
18965,3/22/17,VN,,,,
18970,4/27/17,ID,,,,
18978,3/15/17,SG,,,,
18979,5/1/17,ID,,,,
18983,4/17/17,MY,,,,
18990,2/3/17,ID,,,,
18997,4/27/17,ID,,,,
19001,4/4/17,TW,,,,
19008,1/11/17,VN,,,,
19010,1/15/17,ID,,,,
19013,5/9/17,TH,,,,
19019,2/23/17,MY,,,,
19025,3/7/17,TW,,,,
19033,3/16/17,MY,,,,
19039,4/9/17,TW,,,,
19045,2/13/17,MY,,,,
19046,3/8/17,PH,,,,
19048,3/14/17,VN,,,,
19054,2/20/17,MY,,,,
19059,1/31/17,ID,,,,
19064,3/2/17,ID,,,,
19069,2/22/17,MY,,,,
19076,2/18/17,MY,,,,
19077,5/3/17,TW,,,,
19085,4/28/17,ID,,,,
19094,5/23/17,MY,,,,
19096,2/20/17,TW,,,,
19100,1/27/17,ID,,,,
19104,2/17/17,MY,,,,
19109,4/21/17,TH,,,,
19111,4/17/17,PH,,,,
19115,1/2/17,SG,,,,
19122,1/11/17,MY,,,,
19129,5/31/17,PH,,,,
19130,3/25/17,MY,,,,
19131,4/2/17,TW,,,,
19139,3/29/17,VN,,,,
19146,5/13/17,PH,,,,
19153,4/24/17,TW,,,,
19159,3/1/17,TW,,,,
19168,5/30/17,VN,,,,
19176,4/1/17,MY,,,,
19184,2/14/17,PH,,,,
19187,5/30/17,VN,,,,
19191,3/12/17,VN,,,,
19197,5/20/17,SG,,,,
19207,5/9/17,ID,,,,
19214,1/23/17,VN,,,,
19219,5/11/17,PH,,,,
19223,5/15/17,PH,,,,
19232,4/28/17,ID,,,,
19235,5/13/17,ID,,,,
19244,4/4/17,VN,,,,
19252,5/17/17,MY,,,,
19258,2/27/17,PH,,,,
19259,1/1/17,VN,,,,
19269,1/2/17,ID,,,,
19276,1/27/17,ID,,,,
19285,4/28/17,ID,,,,
19288,5/30/17,SG,,,,
19294,3/20/17,ID,,,,
19303,2/23/17,ID,,,,
19304,5/19/17,TW,,,,
19307,5/4/17,VN,,,,
19316,1/29/17,ID,,,,
19325,5/30/17,SG,,,,
19330,1/8/17,PH,,,,
19332,3/11/17,SG,,,,
19339,2/19/17,PH,,,,
19344,5/18/17,ID,,,,
19346,5/2/17,ID,,,,
19348,2/9/17,SG,,,,
19350,1/12/17,MY,,,,
19354,1/3/17,PH,,,,
19358,3/20/17,PH,,,,
19361,2/10/17,SG,,,,
19362,5/7/17,TH,,,,
19372,1/20/17,TW,,,,
19379,3/28/17,MY,,,,
19380,5/9/17,ID,,,,
19386,2/27/17,PH,,,,
19395,5/11/17,VN,,,,
19403,4/3/17,ID,,,,
19407,4/24/17,ID,,,,
19412,5/26/17,TW,,,,
19416,2/26/17,SG,,,,
19417,4/10/17,SG,,,,
19423,3/21/17,TH,,,,
19425,1/17/17,ID,,,,
19429,5/22/17,SG,,,,
19439,1/7/17,VN,,,,
19445,4/19/17,MY,,,,
19446,1/12/17,SG,,,,
19453,3/13/17,MY,,,,
19454,5/27/17,PH,,,,
19461,4/16/17,TH,,,,
19470,1/29/17,PH,,,,
19479,3/13/17,PH,,,,
19486,1/25/17,SG,,,,
19496,4/12/17,VN,,,,
19501,3/12/17,ID,,,,
19507,1/25/17,ID,,,,
19509,1/4/17,ID,,,,
19515,3/1/17,TW,,,,
19517,4/6/17,PH,,,,
19523,2/5/17,ID,,,,
19533,4/12/17,TW,,,,
19542,1/20/17,SG,,,,
19551,5/16/17,MY,,,,
19552,4/27/17,TW,,,,
19561,2/13/17,MY,,,,
19563,4/21/17,ID,,,,
19567,5/10/17,TW,,,,
19576,2/22/17,SG,,,,
19585,4/2/17,TH,,,,
19592,3/23/17,ID,,,,
19601,2/6/17,TW,,,,
19610,5/11/17,TH,,,,
19611,4/13/17,MY,,,,
19616,3/4/17,TH,,,,
19620,2/17/17,MY,,,,
19622,5/31/17,TH,,,,
19625,4/19/17,PH,,,,
19627,3/10/17,TH,,,,
19631,2/3/17,VN,,,,
19633,1/13/17,VN,,,,
19637,3/31/17,MY,,,,
19641,4/5/17,PH,,,,
19651,4/23/17,TW,,,,
19656,3/13/17,MY,,,,
19664,1/14/17,VN,,,,
19666,3/22/17,PH,,,,
19674,3/18/17,MY,,,,
19684,2/21/17,SG,,,,
19685,1/3/17,VN,,,,
19688,5/27/17,TH,,,,
19692,4/30/17,TW,,,,
19693,4/12/17,VN,,,,
19699,1/20/17,VN,,,,
19707,4/5/17,TW,,,,
19717,5/26/17,VN,,,,
19723,5/30/17,TH,,,,
19733,1/15/17,ID,,,,
19740,3/7/17,TW,,,,
19750,5/15/17,TW,,,,
19753,2/5/17,PH,,,,
19762,5/8/17,PH,,,,
19768,5/17/17,TW,,,,
19775,3/28/17,TW,,,,
19785,4/26/17,PH,,,,
19788,1/4/17,VN,,,,
19790,3/25/17,MY,,,,
19798,3/13/17,SG,,,,
19805,5/8/17,MY,,,,
19806,1/24/17,SG,,,,
19811,1/16/17,VN,,,,
19816,3/18/17,PH,,,,
19826,3/28/17,VN,,,,
19836,4/15/17,TH,,,,
19844,6/1/17,TH,,,,
19846,5/26/17,MY,,,,
19853,2/2/17,SG,,,,
19860,3/30/17,VN,,,,
19861,5/2/17,ID,,,,
19866,1/6/17,PH,,,,
19873,4/28/17,MY,,,,
19880,2/18/17,PH,,,,
19884,4/17/17,ID,,,,
19892,2/20/17,SG,,,,
19894,5/1/17,PH,,,,
19899,3/22/17,TW,,,,
19908,3/20/17,PH,,,,
19913,3/3/17,MY,,,,
19917,3/31/17,TH,,,,
19922,1/24/17,TH,,,,
19931,5/21/17,VN,,,,
19937,2/15/17,ID,,,,
19946,4/3/17,TW,,,,
19956,1/22/17,MY,,,,
19963,1/22/17,VN,,,,
19972,3/16/17,MY,,,,
19973,5/11/17,VN,,,,
