orderid:,userid:,itemid:,gmv:,order_time:,Country ,,,
1033315,44347,1815439,30.0,2/19/17,,,,
1033318,51289,6228758,50.0,3/28/17,,,,
1033320,38436,7361643,75.0,1/19/17,,,,
1033328,11590,9165838,20.0,3/8/17,,,,
1033336,61905,7898327,32.0,1/22/17,,,,
1033345,62131,8538118,44.0,4/3/17,,,,
1033347,18230,2980158,48.0,5/3/17,,,,
1033357,69201,2799476,71.0,5/26/17,,,,
1033362,37491,8046433,25.0,1/18/17,,,,
1033370,35858,9249226,8.0,2/21/17,,,,
1033374,27222,5536374,33.0,1/29/17,,,,
1033380,20002,4104399,67.0,2/7/17,,,,
1033384,28554,7907626,75.0,5/22/17,,,,
1033391,52951,8336773,1.0,1/11/17,,,,
1033397,59841,4783101,53.0,5/4/17,,,,
1033404,47518,5969049,14.0,4/17/17,,,,
1033405,42311,9183952,69.0,1/29/17,,,,
1033414,53678,8141697,50.0,3/22/17,,,,
1033418,32457,4102142,83.0,4/5/17,,,,
1033427,25174,8863436,63.0,3/2/17,,,,
1033432,58505,2887971,42.0,5/25/17,,,,
1033435,22740,6024577,18.0,3/15/17,,,,
1033442,57979,6892564,88.0,4/23/17,,,,
1033443,48151,4861825,7.0,5/21/17,,,,
1033445,51889,1864238,57.0,2/24/17,,,,
1033453,41088,8336250,63.0,4/26/17,,,,
1033458,40015,5072593,21.0,4/14/17,,,,
1033462,38479,8525288,73.0,5/14/17,,,,
1033463,13804,4427702,97.0,4/19/17,,,,
1033471,42349,7452434,66.0,2/13/17,,,,
1033472,52172,2043550,65.0,2/10/17,,,,
1033473,47790,2356290,73.0,1/10/17,,,,
1033481,58848,4850412,10.0,4/14/17,,,,
1033484,56249,8356435,70.0,3/11/17,,,,
1033494,26701,2735881,10.0,4/24/17,,,,
1033501,24540,3204671,55.0,1/9/17,,,,
1033511,65989,5895132,80.0,4/9/17,,,,
1033519,27078,8392539,49.0,4/2/17,,,,
1033528,53989,3519480,95.0,4/8/17,,,,
1033538,57262,4958023,90.0,2/17/17,,,,
1033547,40540,1484733,89.0,4/24/17,,,,
1033553,52829,1448677,13.0,5/17/17,,,,
1033561,63640,7883472,32.0,4/5/17,,,,
1033568,40079,2290023,18.0,2/16/17,,,,
1033576,28442,5083718,53.0,2/12/17,,,,
1033581,69566,1347664,10.0,1/22/17,,,,
1033590,63481,6288324,62.0,3/13/17,,,,
1033600,40811,5853008,41.0,3/26/17,,,,
1033601,62035,7871623,56.0,3/30/17,,,,
1033608,69064,8813199,12.0,2/12/17,,,,
1033618,16765,5777916,85.0,2/5/17,,,,
1033624,45318,4551116,82.0,4/6/17,,,,
1033633,61288,6964912,59.0,2/14/17,,,,
1033634,13308,4600509,75.0,3/24/17,,,,
1033644,25062,4924030,75.0,4/7/17,,,,
1033649,54211,6871174,82.0,2/2/17,,,,
1033652,14879,2428193,62.0,2/15/17,,,,
1033658,56703,5642259,50.0,1/25/17,,,,
1033666,15424,8528716,30.0,3/7/17,,,,
1033675,34481,4017750,68.0,3/30/17,,,,
1033680,49953,3469625,66.0,5/19/17,,,,
1033687,65631,2728885,89.0,3/7/17,,,,
1033691,11619,2663325,12.0,5/3/17,,,,
1033699,39511,1352894,2.0,5/27/17,,,,
1033703,46008,7843693,33.0,2/7/17,,,,
1033712,20348,7809341,20.0,1/8/17,,,,
1033720,52695,3802741,54.0,2/20/17,,,,
1033722,19963,2480096,20.0,3/30/17,,,,
1033731,33731,6199169,21.0,2/20/17,,,,
1033734,24584,3945496,8.0,1/6/17,,,,
1033739,53786,7280707,53.0,4/5/17,,,,
1033740,18620,2044049,79.0,1/9/17,,,,
1033743,17685,5138433,85.0,2/17/17,,,,
1033744,40530,2418177,86.0,2/6/17,,,,
1033747,38571,6562774,23.0,4/18/17,,,,
1033754,57038,7910062,14.0,2/1/17,,,,
1033763,65316,6318831,47.0,2/12/17,,,,
1033767,59123,3205614,7.0,2/21/17,,,,
1033773,25771,3713002,72.0,2/19/17,,,,
1033776,35370,4555267,23.0,2/12/17,,,,
1033778,10436,7481839,1.0,3/29/17,,,,
1033784,44129,7241708,3.0,3/19/17,,,,
1033788,18597,7330502,42.0,2/6/17,,,,
1033791,45833,4793178,59.0,5/9/17,,,,
1033799,31708,7829680,78.0,3/31/17,,,,
1033803,54407,7202194,98.0,3/17/17,,,,
1033805,45790,5957824,61.0,2/6/17,,,,
1033810,62160,7604364,73.0,3/22/17,,,,
1033818,23006,1738766,53.0,2/23/17,,,,
1033828,15001,8111465,66.0,5/26/17,,,,
1033832,45276,7405777,40.0,5/16/17,,,,
1033834,22672,4204260,77.0,3/20/17,,,,
1033835,15214,4957594,80.0,4/27/17,,,,
1033837,29450,7060482,88.0,5/7/17,,,,
1033838,51042,4104551,77.0,5/17/17,,,,
1033847,43911,8818824,7.0,3/18/17,,,,
1033856,23802,8156830,67.0,4/17/17,,,,
1033862,55657,6105900,55.0,5/5/17,,,,
1033870,12436,2909810,5.0,2/8/17,,,,
1033872,65550,2916125,65.0,4/23/17,,,,
1033874,25564,5095128,70.0,5/20/17,,,,
1033878,61185,1441274,36.0,4/14/17,,,,
1033885,57175,5796135,82.0,5/27/17,,,,
1033893,39396,5068451,4.0,1/24/17,,,,
1033898,62052,9284665,69.0,4/15/17,,,,
1033900,68249,6239475,91.0,1/30/17,,,,
1033909,65042,3806423,4.0,2/25/17,,,,
1033915,66152,3103410,59.0,2/8/17,,,,
1033922,28617,4858667,12.0,4/29/17,,,,
1033927,52970,4693947,14.0,3/1/17,,,,
1033934,47309,5420796,6.0,1/28/17,,,,
1033937,43058,2604097,2.0,1/28/17,,,,
1033941,10905,8659414,79.0,1/18/17,,,,
1033943,46995,8396750,68.0,3/10/17,,,,
1033946,53989,4135615,4.0,5/9/17,,,,
1033950,39852,3848964,52.0,5/14/17,,,,
1033958,13439,1765464,93.0,4/11/17,,,,
1033963,28508,1355052,42.0,3/24/17,,,,
1033968,58385,7321363,7.0,3/22/17,,,,
1033977,45150,5747317,85.0,1/21/17,,,,
1033984,46273,3581773,42.0,1/20/17,,,,
1033985,57656,8477442,35.0,5/25/17,,,,
1033993,17703,7636571,19.0,3/18/17,,,,
1033998,51710,8024946,44.0,1/18/17,,,,
1034002,59541,4562613,48.0,2/9/17,,,,
1034008,37216,4265457,12.0,3/12/17,,,,
1034017,63043,5314428,35.0,5/12/17,,,,
1034023,20169,7607096,70.0,1/17/17,,,,
1034032,31788,6306614,36.0,3/30/17,,,,
1034036,23867,2910020,28.0,3/19/17,,,,
1034044,16370,3287120,89.0,2/18/17,,,,
1034047,63843,2386039,97.0,1/22/17,,,,
1034051,25852,3029062,2.0,1/8/17,,,,
1034057,52096,8459963,89.0,3/20/17,,,,
1034066,59854,6506148,62.0,3/17/17,,,,
1034072,53364,6161154,92.0,5/9/17,,,,
1034074,32223,3923921,52.0,1/5/17,,,,
1034084,45582,2722918,74.0,5/28/17,,,,
1034089,16290,6422590,17.0,5/24/17,,,,
1034092,11062,3265821,76.0,3/30/17,,,,
1034094,60811,4481282,59.0,4/19/17,,,,
1034095,59389,1880984,68.0,5/11/17,,,,
1034101,28172,7983701,96.0,2/15/17,,,,
1034106,61103,6864717,66.0,4/4/17,,,,
1034109,38498,3100902,56.0,1/6/17,,,,
1034112,28325,4436376,78.0,5/21/17,,,,
1034115,42560,8356902,19.0,3/9/17,,,,
1034125,40689,6698212,91.0,4/12/17,,,,
1034135,23253,5728377,98.0,1/5/17,,,,
1034144,25842,4313351,77.0,4/26/17,,,,
1034153,19059,2250595,38.0,3/19/17,,,,
1034156,47100,8035812,30.0,4/16/17,,,,
1034161,34177,1425266,25.0,1/13/17,,,,
1034171,60489,7003976,64.0,1/14/17,,,,
1034176,68491,3685745,100.0,1/28/17,,,,
1034184,54728,8901121,41.0,2/12/17,,,,
1034186,18057,1838504,96.0,1/21/17,,,,
1034188,22513,4857130,39.0,4/7/17,,,,
1034191,67256,3000639,24.0,2/27/17,,,,
1034193,47460,8930606,20.0,3/15/17,,,,
1034196,41207,4988367,36.0,2/24/17,,,,
1034202,57519,8858782,25.0,5/15/17,,,,
1034207,24608,8308787,4.0,3/7/17,,,,
1034215,31521,1311227,36.0,1/9/17,,,,
1034224,44308,1578709,61.0,4/9/17,,,,
1034231,29936,5378393,88.0,5/1/17,,,,
1034236,12215,7476480,93.0,4/20/17,,,,
1034245,52522,5958350,48.0,3/6/17,,,,
1034249,49178,3638816,21.0,5/22/17,,,,
1034251,69040,8245603,41.0,4/4/17,,,,
1034261,36167,9231214,43.0,1/6/17,,,,
1034267,46869,9212940,28.0,2/1/17,,,,
1034274,22123,6898267,35.0,2/14/17,,,,
1034275,54171,6267215,59.0,1/7/17,,,,
1034278,15184,3716809,98.0,3/7/17,,,,
1034283,46094,3760057,28.0,5/15/17,,,,
1034289,14986,9018229,14.0,3/26/17,,,,
1034296,19115,9026716,38.0,4/2/17,,,,
1034304,53075,6076332,66.0,4/13/17,,,,
1034314,22622,6976443,58.0,1/26/17,,,,
1034318,20840,6175001,31.0,5/5/17,,,,
1034319,34432,4304431,93.0,4/27/17,,,,
1034325,64529,3890738,12.0,2/19/17,,,,
1034332,32163,2117106,7.0,1/2/17,,,,
1034338,16953,4990551,44.0,1/17/17,,,,
1034344,38818,5934682,64.0,5/2/17,,,,
1034346,66350,5369569,26.0,5/25/17,,,,
1034350,55206,7437405,44.0,2/2/17,,,,
1034355,38575,2362667,93.0,1/21/17,,,,
1034364,44098,3183519,15.0,3/10/17,,,,
1034367,31452,3769109,81.0,4/24/17,,,,
1034373,32284,9255108,78.0,5/14/17,,,,
1034381,42157,2264343,36.0,4/25/17,,,,
1034383,61916,5844632,61.0,5/30/17,,,,
1034389,15725,5270577,45.0,1/19/17,,,,
1034395,32530,3389778,72.0,3/7/17,,,,
1034398,62056,2796919,80.0,5/17/17,,,,
1034405,58287,7945576,18.0,1/9/17,,,,
1034410,15247,5813661,53.0,5/27/17,,,,
1034417,40357,5814586,88.0,1/29/17,,,,
1034418,42963,8341951,59.0,3/8/17,,,,
1034427,32132,7248816,17.0,5/17/17,,,,
1034433,11194,7861536,51.0,1/3/17,,,,
1034438,10477,2758622,65.0,4/25/17,,,,
1034445,49480,4526426,28.0,1/11/17,,,,
1034454,12103,7342815,27.0,1/19/17,,,,
1034462,48844,8324106,44.0,1/11/17,,,,
1034463,28434,1664584,30.0,1/10/17,,,,
1034467,30136,2322295,91.0,5/30/17,,,,
1034476,50472,6603809,24.0,2/10/17,,,,
1034484,39832,2586942,69.0,4/25/17,,,,
1034490,39997,7471865,94.0,1/24/17,,,,
1034493,50823,6771123,58.0,3/21/17,,,,
1034500,32262,3118661,30.0,5/27/17,,,,
1034502,33551,6157440,25.0,2/4/17,,,,
1034503,17686,5740578,2.0,5/16/17,,,,
1034504,54518,3972187,68.0,4/4/17,,,,
1034513,69921,6502679,89.0,5/30/17,,,,
1034519,19963,1749126,19.0,4/3/17,,,,
1034523,11370,2358490,38.0,2/16/17,,,,
1034524,22087,1488312,48.0,5/24/17,,,,
1034526,12489,8973434,26.0,3/27/17,,,,
1034527,44261,2899145,62.0,3/17/17,,,,
1034530,11759,5866120,19.0,4/9/17,,,,
1034531,33634,8134584,77.0,2/16/17,,,,
1034537,56244,6244223,52.0,4/3/17,,,,
1034540,58996,4650453,27.0,1/26/17,,,,
1034547,20274,5885149,54.0,1/21/17,,,,
1034557,69471,3609612,71.0,2/7/17,,,,
1034567,43842,6675493,90.0,2/20/17,,,,
1034573,55758,7843648,50.0,4/28/17,,,,
1034576,18166,7093605,76.0,5/26/17,,,,
1034578,63460,6895614,8.0,3/4/17,,,,
1034582,70200,8282177,74.0,3/5/17,,,,
1034584,37245,5950424,92.0,1/10/17,,,,
1034587,66719,3281592,9.0,2/22/17,,,,
1034593,48345,6810819,99.0,1/2/17,,,,
1034603,55457,3004791,89.0,1/12/17,,,,
1034612,40742,3895568,1.0,1/3/17,,,,
1034613,55991,7258964,41.0,2/5/17,,,,
1034621,15837,3565448,20.0,5/11/17,,,,
1034627,58612,9312189,58.0,4/24/17,,,,
1034634,29291,8856643,32.0,2/2/17,,,,
1034638,41745,4309742,88.0,4/17/17,,,,
1034645,12762,9317346,91.0,5/30/17,,,,
1034647,36119,5202035,26.0,3/8/17,,,,
1034654,14195,4311709,17.0,1/11/17,,,,
1034663,68166,4076006,75.0,2/16/17,,,,
1034666,22445,6973703,76.0,3/8/17,,,,
1034671,64516,8019478,68.0,3/14/17,,,,
1034680,54904,7398682,10.0,2/5/17,,,,
1034681,13956,1887966,20.0,4/5/17,,,,
1034689,19637,7765075,85.0,1/7/17,,,,
1034693,22312,7471875,74.0,2/11/17,,,,
1034695,26661,2996218,65.0,1/22/17,,,,
1034697,25130,1843436,1.0,1/25/17,,,,
1034707,16466,4920368,76.0,1/12/17,,,,
1034712,46604,3577964,1.0,2/7/17,,,,
1034722,33937,6357185,78.0,3/29/17,,,,
1034729,67345,6504824,53.0,1/4/17,,,,
1034734,67019,8953584,13.0,4/6/17,,,,
1034744,41948,7531909,94.0,3/12/17,,,,
1034753,19844,4849171,86.0,3/4/17,,,,
1034757,66739,3675563,37.0,2/6/17,,,,
1034761,45199,3842667,79.0,3/27/17,,,,
1034766,11648,6931286,60.0,3/29/17,,,,
1034771,41164,5100395,29.0,1/9/17,,,,
1034772,42642,8783984,89.0,4/11/17,,,,
1034777,65159,6576867,93.0,1/25/17,,,,
1034780,50636,4810986,85.0,2/14/17,,,,
1034784,66215,6402118,27.0,2/1/17,,,,
1034791,68074,2964721,17.0,3/15/17,,,,
1034801,52874,8371162,16.0,1/9/17,,,,
1034810,49597,3659118,21.0,2/13/17,,,,
1034815,63122,7780832,94.0,5/31/17,,,,
1034817,27826,5170370,64.0,2/7/17,,,,
1034824,38536,7333110,45.0,4/18/17,,,,
1034826,65159,2352726,68.0,3/14/17,,,,
1034832,40895,7554973,64.0,2/14/17,,,,
1034842,35411,5337412,34.0,2/20/17,,,,
1034848,55701,3644218,73.0,5/27/17,,,,
1034856,31798,4801189,76.0,4/14/17,,,,
1034862,60426,6700691,35.0,3/21/17,,,,
1034872,42605,9303101,36.0,2/27/17,,,,
1034880,48543,4980349,34.0,2/21/17,,,,
1034881,57213,1507288,38.0,1/15/17,,,,
1034891,69961,2900617,25.0,4/25/17,,,,
1034892,27628,2559588,27.0,3/26/17,,,,
1034902,64935,5152318,50.0,5/18/17,,,,
1034905,50236,2673007,40.0,3/25/17,,,,
1034911,32852,7369141,32.0,4/8/17,,,,
1034915,66899,6552047,83.0,3/9/17,,,,
1034917,63718,6681696,52.0,4/4/17,,,,
1034922,63974,8034844,54.0,5/29/17,,,,
1034924,52236,2057537,47.0,5/29/17,,,,
1034934,57398,1678888,17.0,3/1/17,,,,
1034935,51334,7572621,15.0,3/7/17,,,,
1034941,35681,5207809,51.0,1/14/17,,,,
1034943,42866,5851385,65.0,4/21/17,,,,
1034946,60623,6604663,67.0,2/21/17,,,,
1034948,13713,4590355,22.0,2/22/17,,,,
1034953,49614,9153997,11.0,3/6/17,,,,
1034962,21273,6632114,19.0,3/4/17,,,,
1034969,30802,8367725,97.0,3/18/17,,,,
1034978,64333,4901734,60.0,4/26/17,,,,
1034985,14873,3889465,74.0,4/10/17,,,,
1034989,56175,4871473,17.0,5/11/17,,,,
1034997,50794,7710963,90.0,4/8/17,,,,
1035005,39401,5854000,8.0,3/6/17,,,,
1035008,64604,5391097,20.0,5/1/17,,,,
1035015,31625,8308505,99.0,2/2/17,,,,
1035021,41660,6757356,97.0,1/24/17,,,,
1035025,54237,3040533,80.0,3/23/17,,,,
1035030,16984,4562299,92.0,5/24/17,,,,
1035038,69405,3029174,56.0,5/10/17,,,,
1035048,54843,3605379,8.0,3/12/17,,,,
1035053,40020,7562125,9.0,1/3/17,,,,
1035059,59347,7291187,66.0,4/24/17,,,,
1035064,26268,3329545,21.0,3/2/17,,,,
1035067,30101,1413243,85.0,4/29/17,,,,
1035070,18037,7015878,22.0,1/7/17,,,,
1035077,20169,5675218,50.0,3/31/17,,,,
1035086,46953,5181390,51.0,4/22/17,,,,
1035090,13079,3656250,2.0,2/20/17,,,,
1035100,27650,3936723,30.0,5/17/17,,,,
1035101,40172,4671151,16.0,5/28/17,,,,
1035108,44315,6634062,37.0,4/28/17,,,,
1035110,29301,4434500,73.0,3/17/17,,,,
1035118,25886,8248889,32.0,1/12/17,,,,
1035123,13599,7759470,18.0,1/1/17,,,,
1035124,25103,8647788,60.0,1/6/17,,,,
1035133,35080,2376149,2.0,3/11/17,,,,
1035143,33901,7815814,58.0,5/21/17,,,,
1035153,51784,2022455,19.0,4/10/17,,,,
1035159,46808,6685555,13.0,4/17/17,,,,
1035161,52749,6254972,52.0,5/8/17,,,,
1035167,62666,2002859,69.0,3/31/17,,,,
1035169,48151,7691287,30.0,1/7/17,,,,
1035170,69207,9179792,4.0,2/28/17,,,,
1035179,62890,6859733,56.0,4/25/17,,,,
1035184,68744,5558003,24.0,4/2/17,,,,
1035185,27404,2391085,29.0,3/1/17,,,,
1035191,51858,5162078,36.0,5/14/17,,,,
1035199,46317,8877016,7.0,5/24/17,,,,
1035201,49162,1563253,23.0,5/23/17,,,,
1035202,32405,8832406,41.0,3/16/17,,,,
1035207,63494,1611748,81.0,3/1/17,,,,
1035211,21568,8324587,96.0,3/12/17,,,,
1035221,28561,8507562,55.0,3/14/17,,,,
1035228,53529,8168690,84.0,5/2/17,,,,
1035238,45347,6742032,23.0,1/15/17,,,,
1035248,26947,6871933,70.0,2/14/17,,,,
1035254,37270,6221878,42.0,1/23/17,,,,
1035264,42913,5793988,57.0,4/1/17,,,,
1035265,54612,7746352,70.0,5/23/17,,,,
1035266,15123,6323689,35.0,2/1/17,,,,
1035271,13524,4959006,4.0,2/16/17,,,,
1035272,64382,2910884,44.0,4/2/17,,,,
1035276,32034,3373898,2.0,2/17/17,,,,
1035281,44159,7666995,45.0,1/11/17,,,,
1035291,62804,8240059,33.0,3/10/17,,,,
1035300,14564,4679712,82.0,1/9/17,,,,
1035305,17677,5165552,49.0,1/19/17,,,,
1035307,59985,1872741,68.0,3/30/17,,,,
1035317,33353,2631314,41.0,3/26/17,,,,
1035319,56543,2776903,43.0,5/3/17,,,,
1035320,41176,9026766,78.0,1/11/17,,,,
1035328,50677,4595394,42.0,3/15/17,,,,
1035337,67680,6975536,1.0,4/30/17,,,,
1035341,51144,5638029,71.0,5/17/17,,,,
1035345,38533,6123877,63.0,4/14/17,,,,
1035352,42287,2364993,87.0,1/4/17,,,,
1035359,25239,4125904,1.0,3/31/17,,,,
1035366,46535,5963003,93.0,4/1/17,,,,
1035376,33337,8284071,98.0,2/3/17,,,,
1035384,14873,3614482,63.0,1/12/17,,,,
1035391,30415,4670222,21.0,5/3/17,,,,
1035396,42344,3194424,100.0,2/22/17,,,,
1035399,40829,6810007,38.0,3/5/17,,,,
1035407,21129,2960824,10.0,5/5/17,,,,
1035408,23168,2276257,97.0,3/15/17,,,,
1035414,33417,3381030,38.0,4/18/17,,,,
1035420,19304,4545672,84.0,1/9/17,,,,
1035423,39531,5194431,89.0,4/11/17,,,,
1035432,44347,4046539,46.0,2/20/17,,,,
1035442,25886,5185585,9.0,2/8/17,,,,
1035450,49002,8178010,83.0,1/15/17,,,,
1035459,31643,8859784,33.0,5/5/17,,,,
1035460,67469,5416684,89.0,3/13/17,,,,
1035469,35692,4630685,51.0,3/27/17,,,,
1035477,35105,6096513,61.0,2/27/17,,,,
1035487,16278,8693531,15.0,4/24/17,,,,
1035495,51007,8170107,15.0,4/27/17,,,,
1035502,13818,2943517,60.0,5/18/17,,,,
1035503,39025,2796018,89.0,4/27/17,,,,
1035510,20506,6339023,87.0,5/10/17,,,,
1035515,54552,4830022,60.0,1/15/17,,,,
1035519,26986,7994522,64.0,4/5/17,,,,
1035522,39592,2199095,70.0,5/4/17,,,,
1035529,56971,7562783,21.0,5/13/17,,,,
1035536,32132,3892511,35.0,5/25/17,,,,
1035544,61491,2326325,67.0,4/2/17,,,,
1035549,13976,2972485,36.0,5/18/17,,,,
1035550,29137,8308046,76.0,5/4/17,,,,
1035559,62930,9030144,56.0,5/31/17,,,,
1035565,51042,3321233,62.0,5/20/17,,,,
1035569,21790,4498460,12.0,5/26/17,,,,
1035570,19846,1953219,21.0,4/20/17,,,,
1035571,45318,7421925,42.0,3/31/17,,,,
1035581,18697,6618719,79.0,5/12/17,,,,
1035588,13822,4800355,58.0,4/25/17,,,,
1035597,42027,2654403,84.0,3/9/17,,,,
1035599,47995,9164140,23.0,5/31/17,,,,
1035600,44076,1865999,45.0,1/12/17,,,,
1035604,17354,3846293,74.0,4/20/17,,,,
1035607,15362,4968654,11.0,1/19/17,,,,
1035609,41639,4235871,14.0,1/17/17,,,,
1035612,47016,9322302,43.0,2/14/17,,,,
1035615,38237,3888496,78.0,4/24/17,,,,
1035616,31373,1676865,33.0,1/22/17,,,,
1035626,30833,2663801,87.0,1/17/17,,,,
1035636,50281,5367813,99.0,3/22/17,,,,
1035640,60841,4189654,62.0,3/3/17,,,,
1035641,50281,2025097,53.0,4/25/17,,,,
1035650,57663,6526585,80.0,3/30/17,,,,
1035659,16189,6603733,7.0,2/15/17,,,,
1035666,51668,7635063,94.0,2/8/17,,,,
1035671,17193,1926903,31.0,3/20/17,,,,
1035674,61584,3616606,57.0,2/8/17,,,,
1035684,61238,2929744,1.0,5/4/17,,,,
1035693,33046,4717741,62.0,4/12/17,,,,
1035702,23073,6345160,81.0,3/5/17,,,,
1035707,57641,2727222,98.0,5/24/17,,,,
1035716,14596,8868401,2.0,4/29/17,,,,
1035720,51186,8956125,18.0,2/15/17,,,,
1035727,61635,6868102,73.0,2/6/17,,,,
1035733,16346,3963714,29.0,2/6/17,,,,
1035737,51770,7286580,63.0,5/1/17,,,,
1035741,46678,7029170,15.0,5/22/17,,,,
1035747,63324,5390120,91.0,1/17/17,,,,
1035755,67205,1365344,27.0,2/28/17,,,,
1035756,11164,7784819,78.0,1/24/17,,,,
1035762,28048,7451381,41.0,1/27/17,,,,
1035766,37712,3104956,41.0,2/25/17,,,,
1035771,54325,3756337,84.0,3/24/17,,,,
1035779,46202,7638631,70.0,4/26/17,,,,
1035780,11563,2807351,70.0,5/29/17,,,,
1035790,65536,7884606,18.0,1/1/17,,,,
1035792,29551,3864763,24.0,3/7/17,,,,
1035796,29658,2769479,100.0,1/29/17,,,,
1035797,44152,2374207,20.0,1/26/17,,,,
1035802,21750,7895298,87.0,4/19/17,,,,
1035806,37450,2370900,97.0,5/11/17,,,,
1035814,33102,4949894,21.0,1/13/17,,,,
1035820,53516,4923253,29.0,5/13/17,,,,
1035829,48641,8852763,96.0,1/2/17,,,,
1035830,42149,4568110,43.0,4/22/17,,,,
1035839,57250,5685803,41.0,1/4/17,,,,
1035840,41475,7922708,10.0,5/8/17,,,,
1035844,17083,2112610,65.0,4/28/17,,,,
1035851,49626,2231877,87.0,5/16/17,,,,
1035855,32722,5050201,99.0,2/20/17,,,,
1035861,15317,8213511,64.0,2/19/17,,,,
1035863,61952,6746114,72.0,2/17/17,,,,
1035864,58795,8049796,85.0,2/15/17,,,,
1035868,22044,8106775,52.0,2/25/17,,,,
1035873,45077,9132093,88.0,4/20/17,,,,
1035881,52669,1842341,2.0,1/10/17,,,,
1035891,35046,1836003,55.0,1/25/17,,,,
1035893,38498,3486653,36.0,1/14/17,,,,
1035899,54362,5873539,26.0,3/12/17,,,,
1035909,17599,7458546,5.0,4/18/17,,,,
1035918,66591,2990749,85.0,4/22/17,,,,
1035924,60533,2683102,49.0,2/10/17,,,,
1035931,26737,2673628,45.0,1/23/17,,,,
1035940,19232,1765289,24.0,2/19/17,,,,
1035950,15837,3377562,92.0,5/7/17,,,,
1035959,69396,1355348,96.0,5/5/17,,,,
1035969,24389,4898951,8.0,2/20/17,,,,
1035978,52111,6724845,44.0,5/29/17,,,,
1035980,55837,8284175,46.0,5/15/17,,,,
1035983,31475,5078568,46.0,3/3/17,,,,
1035987,37228,1760694,96.0,3/19/17,,,,
1035990,63242,8539713,75.0,1/9/17,,,,
1035992,68744,6520604,85.0,5/24/17,,,,
1035993,16918,3401266,61.0,3/8/17,,,,
1035995,68256,2938774,76.0,3/24/17,,,,
1035997,58584,7925493,25.0,2/11/17,,,,
1036003,28722,3321932,64.0,2/20/17,,,,
1036007,11435,9175640,59.0,3/20/17,,,,
1036017,44320,8457465,93.0,4/30/17,,,,
1036020,58884,7557293,23.0,2/26/17,,,,
1036027,40709,5788894,66.0,2/9/17,,,,
1036032,41984,2594067,82.0,5/9/17,,,,
1036037,24902,8993400,49.0,1/9/17,,,,
1036044,41825,4378484,41.0,4/13/17,,,,
1036045,39886,7246720,96.0,1/11/17,,,,
1036051,35625,7321378,5.0,1/11/17,,,,
1036053,38589,4878491,38.0,5/26/17,,,,
1036058,62271,1923683,19.0,4/20/17,,,,
1036065,12425,6574233,51.0,2/7/17,,,,
1036066,45572,6671351,8.0,4/1/17,,,,
1036074,13784,7505871,90.0,1/12/17,,,,
1036078,51396,2457644,91.0,3/24/17,,,,
1036085,12475,3514162,89.0,1/2/17,,,,
1036088,52571,5339146,22.0,5/27/17,,,,
1036098,35417,5600531,69.0,3/30/17,,,,
1036108,70248,5683146,21.0,4/11/17,,,,
1036115,34035,7818473,24.0,5/15/17,,,,
1036119,10475,3532137,6.0,1/6/17,,,,
1036120,69054,2536366,38.0,1/17/17,,,,
1036128,43373,2846264,17.0,5/26/17,,,,
1036130,17573,8806758,7.0,5/8/17,,,,
1036135,24827,6110232,46.0,5/16/17,,,,
1036145,54691,1881288,18.0,1/15/17,,,,
1036146,20260,6889878,93.0,4/16/17,,,,
1036156,67364,1981817,19.0,5/11/17,,,,
1036157,46829,3846787,32.0,3/23/17,,,,
1036158,45662,5538005,44.0,2/26/17,,,,
1036167,17537,3991393,69.0,3/13/17,,,,
1036176,60145,1891816,63.0,3/26/17,,,,
1036185,47962,7667385,77.0,3/19/17,,,,
1036192,69750,4352779,91.0,3/17/17,,,,
1036197,47317,3015445,31.0,5/14/17,,,,
1036206,38074,4653278,54.0,4/9/17,,,,
1036213,26559,5118674,83.0,3/23/17,,,,
1036221,17526,3755440,24.0,2/28/17,,,,
1036225,41108,3471131,58.0,5/2/17,,,,
1036235,35307,5363311,20.0,4/21/17,,,,
1036240,67609,7591050,77.0,5/31/17,,,,
1036242,64037,8178935,85.0,3/17/17,,,,
1036246,23077,3209687,87.0,2/20/17,,,,
1036256,55249,1740438,20.0,2/7/17,,,,
1036257,49898,3990350,88.0,1/30/17,,,,
1036259,50862,3716614,93.0,1/29/17,,,,
1036260,61451,6875270,25.0,1/20/17,,,,
1036268,13100,9127489,59.0,1/11/17,,,,
1036271,57921,4440154,96.0,1/28/17,,,,
1036272,17188,6784548,52.0,3/11/17,,,,
1036278,64105,6708749,83.0,3/7/17,,,,
1036283,14570,6922204,33.0,4/25/17,,,,
1036284,19616,9017806,46.0,4/17/17,,,,
1036285,23308,4447297,24.0,4/11/17,,,,
1036288,42416,8353824,20.0,1/5/17,,,,
1036289,34753,6210320,84.0,5/28/17,,,,
1036294,57370,7638985,63.0,4/23/17,,,,
1036300,36034,5627277,7.0,3/1/17,,,,
1036306,51952,3592316,36.0,3/11/17,,,,
1036313,32210,1460903,12.0,5/23/17,,,,
1036323,11029,5425994,63.0,5/29/17,,,,
1036325,16642,4119558,38.0,2/15/17,,,,
1036333,67935,7957834,59.0,3/28/17,,,,
1036338,50201,1642154,66.0,3/7/17,,,,
1036345,55250,1576178,2.0,1/18/17,,,,
1036352,57022,1467936,11.0,5/31/17,,,,
1036359,30045,6179864,9.0,5/6/17,,,,
1036361,24499,8617016,30.0,3/25/17,,,,
1036364,67694,6416124,76.0,1/16/17,,,,
